1,1808001,HEAD OFFICE,BRAVO SATRIA PERKASA,Jl. Dewi Sartika No. 4a-c Cililitan Jakarta Timur,,,PERMANENT,1
148,1808148,AREA JAWA II,RSPKU MUHAMMADIYAH GOMBONG,Gombong,1-Jan-20,31-Dec-20,AKTIF,1
149,1808149,AREA JAWA II,RS TELOGOREJO SEMARANG,Semarang,1-Apr-20,31-Mar-21,AKTIF,1
150,1808150,AREA JAWA II,S2DIO INDUSTRIES,"Kawasan Industri Candi Blok 11A No. 15-16 Ngaliyan, Semarang",1-Jul-19,30-Jun-20,AKTIF,1
151,1808151,AREA JAWA II,SEJAHTERA MITRA SOLUSI,"Desk Collection Center, Kota Sukoharjo",27-Jul-19,26-Jul-21,AKTIF,1
152,1808152,AREA JAWA II,SINAR GUNUNG JATI (CABANG TEGAL),Jalan Mataram No. 3 Kel. Muarareja Kec. Tegal Barat Kota Tegal,1-Dec-18,30-Nov-19,AKTIF,1
153,1808153,AREA JAWA II,SONOKEMBANG TUNAS JAYA,Jalan Sinar Waluyo Raya No. 99 Kota Semarang,1-Jan-19,31-Dec-19,BERAKHIR,1
154,1808154,AREA JAWA II,PRASTIKA SARANA (HOTEL BAHARI INN),Hotel Bahari Inn-Tegal,1-Feb-19,31-Jan-20,BERAKHIR,1
155,1808155,AREA JAWA II,RSU PURBOWANGI,Gombong-Kebumen,1-Jan-19,31-Dec-19,AKTIF,1
156,1808156,AREA JAWA II,TAMAN WISATA BALEKAMBANG,Karanganyar,1-Jan-20,31-Dec-20,AKTIF,1
157,1808157,AREA JAWA II,TAT WAI INDUSTRIES,Kendal ,1-Jun-19,31-Dec-19,AKTIF,1
158,1808158,AREA JAWA II,TECHPACK ASIA,Semarang,1-Jan-20,31-Dec-20,AKTIF,1
159,1808159,AREA JAWA II,TOKO JAVENIR,Kab. Karanganyar,1-Jan-20,31-Dec-20,AKTIF,1
160,1808160,AREA JAWA II,TOKO MAS PARIS,Jl. K.H Wahid Hasyim,22-Nov-19,22-Nov-20,AKTIF,1
161,1808161,AREA JAWA II,TOKO QUEEN ACCESORIES,Surakarta,1-Jan-20,31-Dec-20,AKTIF,1
162,1808162,AREA JAWA II,VALUTA INDO JAYA PRIMA,"Jalan Urip Sumoharjo No. 40, Solo",1-Mar-20,28-Feb-21,AKTIF,1
163,1808163,AREA JAWA II,WAHANA INTI NARENDRA,Gedung Merah Putih -SIM CC Semarang 2,1-Aug-19,31-Dec-19,AKTIF,1
164,1808164,AREA JAWA II,WAHAN SUN MOTOR,Wahana Sun Motor & Surya Utama Dian-Semarang,1-Jan-19,31-Dec-19,BERAKHIR,1
165,1808165,AREA JAWA II,YAYASAN KESEHATAN TELOGOREJO (SIM SQUARE),"Kota Semarang, Jl. K.H Ahmad Dahlan",1-Apr-20,31-Mar-21,AKTIF,1
166,1808166,AREA JAWA II,"BANK HARDA INTERNATIONAL, TBK","Jalan Yos Sudarso 324 A, Serengan, Surakarta",1-Aug-19,31-Jul-20,AKTIF,1
167,1808167,AREA JAWA II,BANK NUSANTARA PARAHYANGAN,Jawa II dan Jawa III,1-Jan-19,31-Dec-19,AKTIF,1
168,1808168,AREA JAWA II,BPR GROGOL JOYO,Sukoharjo-Jawa Tengah,20-Dec-19,20-Dec-20,AKTIF,1
169,1808169,AREA JAWA II,ADI SARANA ARMADA ,Selindo,1-Jan-18,31-Dec-18,BERAKHIR,1
170,1808170,AREA JAWA II,ANUGRAH ARGON MEDICA ,Selindo,1-Jan-18,31-Dec-19,AKTIF,1
171,1808171,AREA JAWA II, ANUGERAH PHARMINDO LESTARI ,Selindo ,1-Apr-20,31-Jul-20,AKTIF,1
172,1808172,AREA JAWA II,CIMB NIAGA AUTO FINANCE,Selindo,1-Nov-18,31-Oct-20,AKTIF,1
173,1808173,AREA JAWA II,FEDERAL INTERNATIONAL FINANCE,Selindo,11-Jun-20,11-Jun-21,AKTIF,1
174,1808174,AREA JAWA II,FINANSIA MULTI FINANCE,Selindo,1-May-20,30-Apr-21,AKTIF,1
175,1808175,AREA JAWA II,MAYBANK INDONESIA FINANCE,Selindo,1-Jan-20,31-Dec-20,AKTIF,1
176,1808176,AREA JAWA II,MAXPOWER INDONESIA,Selindo,1-Jan-19,31-Dec-19,AKTIF,1
177,1808177,AREA JAWA II,"MITRA PINASTHIKA MUSTIKA FINANCE, TBK",Selindo,1-Jan-20,31-Dec-20,AKTIF,1
178,1808178,AREA JAWA II,PT MULTIFILLING MITRA INDONESIA,Selindo,1-Jan-19,31-Dec-19,AKTIF,1
179,1808179,AREA JAWA II,UNILEVER INDONESIA,Selindo,2-Jan-20,31-Dec-20,AKTIF,1
180,1808180,AREA JAWA II,PT BANK IBK,Selindo,1-Jan-19,31-Dec-19,AKTIF,1
181,1808181,AREA JAWA II,"BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK",Selindo,30-Mar-20,31-Mar-20,AKTIF,1
182,1808182,AREA JAWA II,"BANK PERMATA, TBK",Selindo,1-May-20,31-Dec-22,AKTIF,1
183,1808183,AREA JAWA II,"BANK PERMATA, TBK (JASA PATROLI PENGAMANAN)",Selindo,1-Jan-18,31-Dec-19,AKTIF,1
184,1808184,AREA JAWA II,BANK UOB INDONESIA,Selindo,1-Apr-19,31-Mar-21,AKTIF,1
185,1808185,AREA JAWA II,BANK COMMONWEALTH,Selindo,1-May-19,30-Apr-22,AKTIF,1
186,1808186,AREA JAWA II,BANK SAHABAT SAMPOERNA,Selindo,1-May-20,30-Apr-22,AKTIF,1
187,1808187,AREA JAWA II,ADI SARANA LELANG,"Medan, Balikpapan, Semarang",1-Jan-18,31-Dec-18,BERAKHIR,1
188,1808188,AREA JAWA II,"PT ADIRA DINAMIKA MULTI FINANCE, Tbk","Jawa I, Jawa II, Indonesia Timur",1-Jun-18,31-Dec-19,AKTIF,1
189,1808189,AREA JAWA II,ARDENDI JAYA SENTOSA,Jawa I dan Jawa II,1-Jan-20,31-Dec-20,AKTIF,1
190,1808190,AREA JAWA II,ASTRA OTO PARTS,Semarang ,1-Jan-19,31-Dec-19,AKTIF,1
191,1808191,AREA JAWA II,INDOSIAR VISUAL MANDIRI,"Sum I, Sum II, Jawa I, Jawa II, Jawa III, Indtim ",1-Jan-19,31-Dec-19,AKTIF,1
192,1808192,AREA JAWA II,KARYA CIPTA UNGGUL NUSANTARA,Demak,1-Sep-18,31-Aug-19,AKTIF,1
193,1808193,AREA JAWA II,KOPERASI PINJAM JASA SAHABAT MITRA SEJATI ,"Sumatera I, Jawa I, Jawa III, Indonesia Timur",1-May-20,30-Apr-22,AKTIF,1
194,1808194,AREA JAWA II,"MITRA PINASTHIKA MUSTIKA, TBK","Sumatera, Jawa I, Jawa II, Jawa III dan Kalimantan",1-Feb-20,31-Jan-21,AKTIF,1
195,1808195,AREA JAWA II,MULTINDO AUTO FINANCE,"Jawa I, Jawa II, Jawa III",1-May-20,30-Apr-21,AKTIF,1
196,1808196,AREA JAWA II,SUMBER HIDUP SEHAT (VIVA GENERIK),Sidoarjo dan Semarang,16-Aug-19,15-Aug-20,AKTIF,1
197,1808197,AREA JAWA II,WAHANA INTI NARENDRA,Semarang ,1-Jan-19,31-Dec-19,AKTIF,1
198,1808198,AREA JAWA II,BANK HSBC INDONESIA (BANK EKONOMI RAHARJA),"Sumatera, Jawa I, Jawa II, Kalimantan, Indonesia Timur",1-Aug-18,2-Aug-20,AKTIF,1
199,1808199,AREA JAWA II,BANK INA PERDANA,"Jawa I, Jawa II, Jawa III",1-Jan-19,31-Dec-19,AKTIF,1
200,1808200,AREA JAWA II,"BANK NATIONAL NOBU, TBK","Padang, Solo, Malang, Jember, Pekanbaru, Batam",1-Jan-20,31-Dec-20,AKTIF,1
201,1808201,AREA JAWA II,"BANK MUAMALAT INDONESIA, TBK","Sumatera, Jawa I, Jawa II, Jawa III dan Kalimantan",1-Oct-19,31-Dec-20,AKTIF,1
202,1808202,AREA JAWA II,"BANK OCBC NISP, TBK","Sumatera, Jawa II, Jawa III, Kalimantan, Indonesia Timur",1-Mar-19,28-Feb-21,AKTIF,1
203,1808203,AREA JAWA III,ADITYA SEJAHTERA GRAHA,"Jl. Margomulyo No. 44 Blok F-7, Surabaya ",26-Dec-19,25-Dec-20,AKTIF,1
204,1808204,AREA JAWA III,ADITYA SARANA GRAHA ,"Perg. Bummas Romokalisari, Surabaya dan Jalan Soepardjo Roestam No. 108, Sokaraja Kab. Banyumas Jawa Tengah",1-Jan-20,31-Dec-20,AKTIF,1
205,1808205,AREA JAWA III,ANUGRAH BATU ALAM ABADI,Sidoarjo,1-Jan-20,31-Dec-20,AKTIF,1
206,1808206,AREA JAWA III,ALTRAK 1978,Jalan Rungkut Industri III/27 Surabaya,1-Feb-20,31-Jan-21,AKTIF,1
207,1808207,AREA JAWA III,ARTHA GRAHA MAJU BERSAMA,"Jalan Panglima Sudirman No. 20 RT 004/RW 016 Turen, Kab. Malang-Jawa Timur",8-Oct-19,7-Oct-20,AKTIF,1
208,1808208,AREA JAWA III,ASIAN BEARINDO JAYA,"Pergudangan Suri Mulyo, Surabaya",16-Feb-20,15-Feb-21,AKTIF,1
209,1808209,AREA JAWA III,ATLANTIC ANUGRAH METALINDO,Jl. Dumar Industri A5 Surabaya,1-Jul-18,31-Dec-18,BERAKHIR,1
210,1808210,AREA JAWA III,BAKORWIL V PROPINSI JAWA TIMUR,Jl. Kalimantan No. 42 Jember,1-Jan-19,31-Dec-19,AKTIF,1
211,1808211,AREA JAWA III,BALI AGUNG WATERS,"Jl. Bypass Ngurah Rai, Denpasar Bali",1-Apr-20,30-Sep-20,AKTIF,1
212,1808212,AREA JAWA III,BHUMIDANA INDONESIA,Pabrik BDI Tuban,31-Jan-20,30-Jan-21,AKTIF,1
213,1808213,AREA JAWA III,BUMIARTHA PURNAKREASI (SURABAYA),Jl. Rungkut Industri III No. 18 Kel. Kutisari Surabaya,15-May-20,15-Aug-20,AKTIF,1
214,1808214,AREA JAWA III,BUMI PENGEMBANGAN PERTIWI QQ ASTON MADIUN HOTEL & CONFERENCE,Madiun,1-Jan-19,31-Dec-19,AKTIF,1
215,1808215,AREA JAWA III,BUMI PEMBANGUNAN PERTIWI,Madiun dan Malang,1-Apr-19,31-Mar-20,AKTIF,1
216,1808216,AREA JAWA III,BUMI SUKSESINDO,"Dusun Pancer Desa Sumberagung, Pesanggran, Banyuwangi-Jawa Timur/ Jawa III",2-Jan-20,31-Dec-20,AKTIF,1
217,1808217,AREA JAWA III,CASABLANCA BEAUTY SPA,"Jalan Arjuna No. 23 Double Six, Kuta Bali",7-Aug-19,7-Aug-20,AKTIF,1
218,1808218,AREA JAWA III,CITRA MAHARDIKA USAHA,Jl. Diponegoro No. 30 Kediri,20-Mar-20,19-Mar-21,AKTIF,1
219,1808219,AREA JAWA III,CITRA MAHARDIKA USAHA (SATPAM),Jl. Raya Singosari No. 271 (Malang),1-Sep-19,31-Aug-20,AKTIF,1
220,1808220,AREA JAWA III,CITRA MAHARDIKA USAHA (DRIVER),Jl. Raya Singosari No. 271 (Malang),1-Sep-19,31-Aug-20,AKTIF,1
221,1808221,AREA JAWA III,CV SONOKEMBANG,Graha Sonokembang Surabaya,1-Jan-20,31-Dec-20,AKTIF,1
222,1808222,AREA JAWA III,CV SURYA ASIA PASIFIK,Jalan Alun-Alun Utara No.3 Kota Pasuruan-Jatim,1-Apr-20,31-Mar-21,AKTIF,1
223,1808223,AREA JAWA III,CV SUMBER PANGAN,Jl. Raya Semampir Kediri,26-Sep-18,26-Jan-19,BERAKHIR,1
224,1808224,AREA JAWA III,CV WINNER MULTISPORT ENTERPRISE,"Jalan Kalimantan No. 37 Blitar, Jawa Timur",1-Oct-18,30-Sep-19,AKTIF,1
225,1808225,AREA JAWA III,DHARMA LAUTAN UTAMA,Surabaya,1-Nov-19,31-Oct-20,AKTIF,1
226,1808226,AREA JAWA III,DESKCOL INDONESIA SEJATERA,Jl. S. Supriadi No.74 Kav. 1-5 Sukung-Malang,1-Jun-19,31-Dec-19,AKTIF,1
227,1808227,AREA JAWA III,DWI BANGUN PERKASA PUTRA,Jl. Cemara No. 238 Kota Blitar,1-Aug-20,31-Jul-21,AKTIF,1
228,1808228,AREA JAWA III,EAST HOPE AGRICULTURE SURABAYA,Pakuniran Probolinggo,17-Oct-19,16-Oct-20,AKTIF,1
229,1808229,AREA JAWA III,GEREJA GLORIA GALAXY,Perum Galaxy Surabaya,1-Nov-19,31-Oct-20,AKTIF,1
230,1808230,AREA JAWA III,GRAHA SAFA MULIA (HOTEL SANTIKA JEMURSARI),Hotel Santika Jemursari Surabaya,1-Apr-19,31-Mar-20,AKTIF,1
231,1808231,AREA JAWA III,GRESIK GASES INDONESIA (THE LINDE GROUP),"Gresik Gases Indonesia, Jl. Raya Roomo Manyar Gresik & KIG Warehouse ",1-Aug-18,31-Dec-18,BERAKHIR,1
232,1808232,AREA JAWA III,HAI LONG RESTAURANT,Jl. Raya Kuta No. 98 Kuta-Badung,10-Jun-18,10-Dec-18,BERAKHIR,1
233,1808233,AREA JAWA III,INDO QTOUR MANAJEMEN (R SPA),"Jalan By Pass Ngurah Rai, Benoa, Kuta Selatan",22-Apr-18,22-Apr-19,BERAKHIR,1
234,1808234,AREA JAWA III,INTI KOKOH MAKMUR,"Jl. Erlangga No. 234, Ngasem-Kediri",1-Jan-20,31-Dec-20,AKTIF,1
235,1808235,AREA JAWA III,JATIM PETROLEUM TRANSPORT,Surabaya,1-Jun-20,30-Jun-21,AKTIF,1
236,1808236,AREA JAWA III,PT KARUNIA ABADI MANDIRI USAHA,Perum Mojoroto Regency Blok C4 Jl. Kawi Kota Kediri,1-Jan-20,31-Dec-20,AKTIF,1
237,1808237,AREA JAWA III,KARUNIA ABADI MANDIRI SENTOSA,Blabakan Kediri,1-Jan-19,31-Dec-19,BERAKHIR,1
238,1808238,AREA JAWA III,LEMBAGA PENDIDIKAN PENGEMBANGAN PROFESI INDONESIA (LP3I),Surabaya,1-Jul-20,30-Jun-21,AKTIF,1
239,1808239,AREA JAWA III,PT MAKMUR MARINA METALINDO,Romokalisari Surabaya,1-Jan-20,31-Dec-20,AKTIF,1
240,1808240,AREA JAWA III,MENARA JAYA LESTARI,"Sidoarjo, Jawa Timur",1-Sep-19,31-Aug-20,AKTIF,1
241,1808241,AREA JAWA III,MITRA PINASTHIKA MULIA,Jawa III,1-Feb-20,31-Jan-21,AKTIF,1
242,1808242,AREA JAWA III,OTORITAS JASA KEUANGAN (MALANG),Malang,1-May-18,31-Dec-18,AKTIF,1
243,1808243,AREA JAWA III,PANCA WIRA USAHA JAWA TIMUR,Jl. Mustika No. 10 Surabaya,1-Aug-19,31-Jul-20,AKTIF,1
244,1808244,AREA JAWA III,PRATAMA MITRA SEJATI,Surabaya,1-Jan-19,31-Dec-19,AKTIF,1
245,1808245,AREA JAWA III,RESTOMART CIPTA USAHA,Surabaya,15-Jan-20,14-Jan-21,AKTIF,1
246,1808246,AREA JAWA III,RODAMAS,Surabaya,1-Jan-20,31-Dec-20,AKTIF,1
247,1808247,AREA JAWA III,SASA INTI,Probolinggo,1-Jan-20,31-Dec-20,AKTIF,1
248,1808248,AREA JAWA III,SINERGI MITRA INVESTAMA,"Jl. Veteran Gresik, Kab. Rembang-Jawa Tengah",1-Sep-19,31-Aug-20,AKTIF,1
249,1808249,AREA JAWA III,SINERGI MITRA INVESTAMA (TENAGA OB & DRIVER),Gresik,1-Jan-19,31-Dec-19,AKTIF,1
250,1808250,AREA JAWA III,SURABAYA PETROLEUM TRANSPORT,Surabaya,1-Jun-20,31-May-21,AKTIF,1
251,1808251,AREA JAWA III,TRAKTOR NUSANTARA,Surabaya ,1-May-20,31-Dec-20,AKTIF,1
252,1808252,AREA JAWA III,TOKO ISABELLA,Jl. RT Suryo No. 23 A Malang,1-Apr-19,31-Mar-20,AKTIF,1
253,1808253,AREA JAWA III,TOKO MAS PUTRA DINAR,Jl. Panglima Sudirman No. 255 Madiun,24-Aug-20,23-Aug-21,AKTIF,1
254,1808254,AREA JAWA III,TOKO MAS DINAR MADIUN,Jl. Kutai No. 42 Madiun,1-Aug-20,31-Jul-21,AKTIF,1
255,1808255,AREA JAWA III,UD JENI AKSESORIS,"Jl. Veteran No. 74, Blitar",21-May-19,20-May-20,AKTIF,1
256,1808256,AREA JAWA III,UNITED TRACTORS,Surabaya,1-Jan-20,31-Dec-20,AKTIF,1
257,1808257,AREA JAWA III,YAYASAN PENDIDIKAN KRISTEN GLORIA,Surabaya ,1-Jul-19,30-Jun-20,AKTIF,1
258,1808258,AREA JAWA III,BANK INDEX SELINDO ,"Cabang Diponegoro, Cabang Kembang Jepun, Kantor Kas Klampis",1-Mar-20,28-Feb-21,AKTIF,1
259,1808259,AREA JAWA III,"BANK MITRANIAGA, TBK","JL. HR Muhammad 75 B, Surabaya",17-Jun-19,16-Jun-20,AKTIF,1
260,1808260,AREA JAWA III,"BANK NEGARA INDONESIA, TBK",Surabaya,1-Jun-19,30-Jun-19,BERAKHIR,1
261,1808261,AREA JAWA III,"BANK NEGARA INDONESIA, TBK",Denpasar,1-Jan-20,31-Dec-20,AKTIF,1
262,1808262,AREA JAWA III,"BANK NEGARA INDONESIA, TBK",KCU Blitar,1-Jul-19,31-Aug-19,BERAKHIR,1
263,1808263,AREA JAWA III,"BANK NEGARA INDONESIA, TBK",Surabaya,18-Nov-19,17-Nov-20,AKTIF,1
264,1808264,AREA JAWA III,BPD PAPUA CABANG SURABAYA,Cabang Surabaya,15-May-19,14-May-20,AKTIF,1
265,1808265,AREA JAWA III,BANK YUDHA BHAKTI,Jember-Jawa Timur,24-Apr-18,23-Apr-19,BERAKHIR,1
266,1808266,AREA JAWA III,BANK YUDHA BHAKTI,Surabaya-Jawa Timur,1-Nov-18,31-Jan-19,BERAKHIR,1
267,1808267,AREA JAWA III,BPR KITA CENTRADANA,Bali,6-Mar-20,6-Mar-21,AKTIF,1
268,1808268,AREA JAWA III,ADI SARANA ARMADA ,Selindo,1-Jan-18,31-Dec-18,BERAKHIR,1
269,1808269,AREA JAWA III,ANUGRAH ARGON MEDICA ,Selindo,1-Jan-18,31-Dec-19,AKTIF,1
270,1808270,AREA JAWA III, ANUGERAH PHARMINDO LESTARI ,Selindo ,1-Apr-20,31-Jul-20,AKTIF,1
271,1808271,AREA JAWA III,CIMB NIAGA AUTO FINANCE,Selindo,1-Nov-18,31-Oct-20,AKTIF,1
272,1808272,AREA JAWA III,FEDERAL INTERNATIONAL FINANCE,Selindo,11-Jun-20,11-Jun-21,AKTIF,1
273,1808273,AREA JAWA III,FINANSIA MULTI FINANCE,Selindo,1-May-20,30-Apr-21,AKTIF,1
274,1808274,AREA JAWA III,MAYBANK INDONESIA FINANCE,Selindo,1-Jan-20,31-Dec-20,AKTIF,1
275,1808275,AREA JAWA III,MAXPOWER INDONESIA,Selindo,1-Jan-19,31-Dec-19,AKTIF,1
276,1808276,AREA JAWA III,"MITRA PINASTHIKA MUSTIKA FINANCE, TBK",Selindo,1-Jan-20,31-Dec-20,AKTIF,1
277,1808277,AREA JAWA III,PT MULTIFILLING MITRA INDONESIA,Selindo,1-Jan-19,31-Dec-19,AKTIF,1
278,1808278,AREA JAWA III,UNILEVER INDONESIA,Selindo,2-Jan-20,31-Dec-20,AKTIF,1
279,1808279,AREA JAWA III,PT BANK IBK,Selindo,1-Jan-19,31-Dec-19,AKTIF,1
280,1808280,AREA JAWA III,"BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN, TBK",Selindo,30-Mar-20,31-Mar-20,AKTIF,1
281,1808281,AREA JAWA III,"BANK PERMATA, TBK",Selindo,1-May-20,31-Dec-22,AKTIF,1
282,1808282,AREA JAWA III,"BANK PERMATA, TBK (JASA PATROLI PENGAMANAN)",Selindo,1-Jan-18,31-Dec-19,AKTIF,1
283,1808283,AREA JAWA III,BANK UOB INDONESIA,Selindo,1-Apr-19,31-Mar-21,AKTIF,1
284,1808284,AREA JAWA III,BANK COMMONWEALTH,Selindo,1-May-19,30-Apr-22,AKTIF,1
285,1808285,AREA JAWA III,BANK SAHABAT SAMPOERNA,Selindo,1-May-20,30-Apr-22,AKTIF,1
286,1808286,AREA JAWA III,ASURANSI ALLIANZ LIFE INDONESIA ,"Kantor Pusat Jaksel, Denpasar, Medan, Bandung, Surabaya",1-Jul-18,31-Dec-19,AKTIF,1
287,1808287,AREA JAWA III,ASURANSI ADIRA DINAMIKA,"Jawa I, Jawa III, Indonesia Timur",1-Apr-19,31-Mar-20,AKTIF,1
288,1808288,AREA JAWA III,INDOSIAR VISUAL MANDIRI,"Sum I, Sum II, Jawa I, Jawa II, Jawa III, Indtim ",1-Jan-19,31-Dec-19,AKTIF,1
289,1808289,AREA JAWA III,KOPERASI PINJAM JASA SAHABAT MITRA SEJATI ,"Sumatera I, Jawa I, Jawa III, Indonesia Timur",1-May-20,30-Apr-22,AKTIF,1
290,1808290,AREA JAWA III,"MITRA PINASTHIKA MUSTIKA, TBK","Sumatera, Jawa I, Jawa II, Jawa III dan Kalimantan",1-Feb-20,31-Jan-21,AKTIF,1
291,1808291,AREA JAWA III,MULTINDO AUTO FINANCE,"Jawa I, Jawa II, Jawa III",1-May-20,30-Apr-21,AKTIF,1
292,1808292,AREA JAWA III,BANK INA PERDANA,"Jawa I, Jawa II, Jawa III",1-Jan-19,31-Dec-19,AKTIF,1
293,1808293,AREA JAWA III,"BANK NATIONAL NOBU, TBK","Padang, Solo, Malang, Jember, Pekanbaru, Batam",1-Jan-20,31-Dec-20,AKTIF,1
294,1808294,AREA JAWA III,"BANK CENTRAL ASIA, TBK","Sumatera, Jawa III, Kalimantan dan Indonesia Timur",1-Mar-20,28-Feb-21,AKTIF,1
295,1808295,AREA JAWA III,"BANK MUAMALAT INDONESIA, TBK","Sumatera, Jawa I, Jawa II, Jawa III dan Kalimantan",1-Oct-19,31-Dec-20,AKTIF,1
296,1808296,AREA JAWA III,"BANK OCBC NISP, TBK","Sumatera, Jawa II, Jawa III, Kalimantan, Indonesia Timur",1-Mar-19,28-Feb-21,AKTIF,1
297,1808297,AREA SUMATERA,AGUNG AUTO MALL ,Jambi ,1-Jan-19,31-Dec-19,AKTIF,1
298,1808298,AREA SUMATERA,ANG RUKUN SEJAHTERA (HOTEL PADANG),"Jalan Berok Raya No. 36 RT 006 RW 003 Surau Gadang, Nanggalo Padang",1-Jul-18,31-Dec-18,BERAKHIR,1
299,1808299,AREA SUMATERA,ARAU PERMAI LESTARI,"Jalan Batang Arau, No. 44-48 Kota Padang",1-Oct-18,30-Sep-19,BERAKHIR,1
300,1808300,AREA SUMATERA,ARISTA AUTO PRIMA (HONDA),Aceh,1-Apr-18,31-Mar-19,AKTIF,1
301,1808301,AREA SUMATERA,ARISTA SUKSES MANDIRI,Jl. Prof DR. MR. Muhammad Hasan Kel. Lampeuneurut Gampong Kab. Aceh Besar,1-Aug-19,31-Jul-20,AKTIF,1
302,1808302,AREA SUMATERA,ARMADA BANDA JAYA,Aceh,1-Jul-19,30-Jun-20,AKTIF,1
